año;eleccion_tipo;recuento_tipo;padron_tipo;distrito_id;distrito_nombre;seccionprovincial_id;seccionprovincial_nombre;seccion_id;seccion_nombre;circuito_id;circuito_nombre;mesa_id;mesa_tipo;mesa_electores;cargo_id;cargo_nombre;agrupacion_id;agrupacion_nombre;lista_numero;lista_nombre;votos_tipo;votos_cantidad;total_votos_en_mesa;porcentaje
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;482;NATIVOS;347;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;2;225;0,89
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;483;NATIVOS;344;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;11;129;8,53
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;484;NATIVOS;341;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;10;129;7,75
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;485;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;9;138;6,52
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;486;NATIVOS;347;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;8;74;10,81
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;487;NATIVOS;344;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;9;83;10,84
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;488;NATIVOS;340;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;10;77;12,99
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;5;332;3,01
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;490;NATIVOS;344;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;6;65;9,23
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;491;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;5;66;7,58
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;492;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;4;74;5,41
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;493;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;11;84;13,10
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;494;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;7;68;10,29
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;475;NATIVOS;349;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;9;224;4,02
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;476;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;13;215;6,05
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;477;NATIVOS;346;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;7;219;3,20
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;478;NATIVOS;349;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;4;231;1,73
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;479;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;9;236;3,81
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;480;NATIVOS;344;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;14;251;5,58
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;9;495;3,64
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;482;NATIVOS;347;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;4;225;1,78
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;483;NATIVOS;344;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;8;129;6,20
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;484;NATIVOS;341;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;9;129;6,98
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;485;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;13;138;9,42
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;486;NATIVOS;347;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;11;74;14,86
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;487;NATIVOS;344;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;6;83;7,23
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;488;NATIVOS;340;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;2;77;2,60
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;12;332;7,23
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;490;NATIVOS;344;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;6;65;9,23
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;491;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;12;66;18,18
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;492;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;10;74;13,51
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;493;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;10;84;11,90
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;494;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;5;68;7,35
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9539;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;10804;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;5;6;83,33
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9539;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;0;;0.0;;EN BLANCO;0;6;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9539;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;0;;0.0;;NULO;0;6;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9539;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;0;;0.0;;IMPUGNADO;0;6;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9539;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;0;;0.0;;RECURRIDO;1;6;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9539;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;0;;0.0;;COMANDO;0;6;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9540;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;10802;UNION POR LA PATRIA;;;POSITIVO;40;83;48,19
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9540;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;10803;JUNTOS POR EL CAMBIO;;;POSITIVO;22;83;26,51
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9540;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;10801;LA LIBERTAD AVANZA;;;POSITIVO;18;83;21,69
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;5;Comuna 05;58;58;9540;EXTRANJEROS;360;12;DIPUTADOS/AS DE LA CIUDAD AUTONOMA;10804;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;3;83;3,61
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;108;495;43,64
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;62;495;25,05
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;58;495;23,43
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;9;495;3,64
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;9;495;3,64
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;EN BLANCO;2;495;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;NULO;1;495;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;IMPUGNADO;0;495;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;RECURRIDO;0;495;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;COMANDO;0;495;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;111;332;33,43
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;68;332;20,48
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;56;332;33,73
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;12;332;7,23
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;5;332;3,01
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;EN BLANCO;6;332;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;NULO;1;332;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;IMPUGNADO;0;332;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;RECURRIDO;0;332;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;COMANDO;0;332;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;84;292;28,77
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;79;292;27,05
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;55;292;37,67
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;8;292;2,74
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;4;292;1,37
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;EN BLANCO;4;292;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;NULO;3;292;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;IMPUGNADO;0;292;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;RECURRIDO;0;292;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;495;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;COMANDO;0;292;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;134;UNION POR LA PATRIA;;;POSITIVO;93;274;33,94
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;66;274;24,09
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;46;274;33,58
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;8;274;2,92
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;7;274;2,55
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;EN BLANCO;4;274;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;NULO;4;274;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;IMPUGNADO;0;274;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;RECURRIDO;0;274;
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;496;NATIVOS;342;1;PRESIDENTE Y VICE;0;;0.0;;COMANDO;0;274;
